"objectid";"nomor_lokasi";"nama_objek";"kecamatan";"kabupaten";"provinsi";"komoditi";"status_penyelidikan";"jenis_izin";"bijih_terbukti";"logam_terbukti";"luas_wilayah";"kategori_luas";"license_status";"durasi_izin_tahun";"tanggal_berlaku_sk";"tanggal_berakhir";"latitude";"longitude";"jarak_pelabuhan_km";"jarak_jalan_km";"jarak_smelter_km"
"1291";"271000000";"Nikel Bahodopi Block 1";"BUNGKU TIMUR";"MOROWALI";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUPK";"24000000";"218400";"22699";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.691";"121.881";"0.00";"0.00";"0.00"
"1292";"272000000";"Nikel Bahodopi Block 2,3 & 4";"BUNGKU TIMUR";"MOROWALI";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUPK";"0";"0";"22699";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.694";"121.91";"0.00";"0.00";"0.00"
"1293";"273000000";"Nikel Bahomoahi";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"202719110";"249802896770";"20765";"Besar";"Active";"4.6";"2022-12-30";"2027-07-20";"-2.698";"121.975";"24.33";"0.22";"7.36"
"1294";"274000000";"Nikel Molino";"PETASIA TIMUR";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"33500000";"391615";"4778";"Menengah";"Active";"18.1";"2012-01-05";"2030-01-28";"-2.149";"121.479";"23.37";"0.01";"28.80"
"1296";"278000000";"Nikel Soroako West Block";"NUHA";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"OPERASI PRODUKSI";"IUPK";"2694000000";"1555750";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.56";"121.355";"31.16";"0.05";"2.82"
"1297";"279000000";"Nikel Soroako East Block";"NUHA";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"OPERASI PRODUKSI";"IUPK";"0";"0";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.56";"121.393";"35.23";"0.34";"2.00"
"1298";"280000000";"Nikel Petea";"TOWUTI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"EKSPLORASI RINCI";"IUPK";"0";"0";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.518";"121.535";"0.00";"0.00";"0.00"
"1299";"281000000";"Nikel Limonite Sorowako";"TOWUTI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"EKSPLORASI";"IUPK";"0";"0";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.617";"121.386";"0.00";"0.00";"0.00"
"1300";"282000000";"Nikel Soroako Outer SOA";"TOWUTI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"EKSPLORASI";"IUPK";"0";"0";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.675";"121.715";"0.00";"0.00";"0.00"
"1301";"283000000";"Nikel Desa Harapan dan Desa Pongkeru";"MALILI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"OPERASI PRODUKSI";"IUP";"74580000";"9148027";"2660";"Menengah";"Active";"11.3";"2018-07-06";"2029-11-03";"-2.788";"121.153";"11.00";"0.43";"34.74"
"1304";"288000000";"Nikel Sambalagi";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUP";"0";"0";"1963";"Menengah";"Active";"15.0";"2011-10-27";"2026-10-20";"-3.068";"122.259";"0.00";"0.00";"0.00"
"1305";"289000000";"Nikel Tambakua";"LANGGIKIMIA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"63400000";"770763";"3119";"Menengah";"Active";"12.4";"2017-08-01";"2029-12-13";"-3.304";"122.155";"54.89";"0.01";"31.00"
"1307";"291000000";"Nikel Tapunopaka";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"173400000";"2107686";"6213";"Besar";"Active";"20.0";"2010-01-11";"2030-01-11";"-3.502";"122.253";"0.00";"0.00";"0.00"
"1308";"294000000";"Nikel Mandiodo";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"0";"0";"6213";"Besar";"Active";"20.0";"2010-01-11";"2030-01-11";"-3.537";"122.246";"0.00";"0.00";"0.00"
"1309";"295000000";"Nikel Bahubulu";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"6213";"Besar";"Active";"20.0";"2010-01-11";"2030-01-11";"-3.567";"122.325";"52.88";"10.06";"38.67"
"1310";"297000000";"Nikel Blok A Tolala";"TOLALA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"2100";"Menengah";"Active";"20.0";"2009-07-17";"2029-07-16";"-2.833";"121.083";"10.53";"0.06";"43.83"
"1312";"299000000";"Nikel Tolala";"TOLALA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"2450";"Menengah";"Active";"20.0";"2009-07-17";"2029-07-16";"-2.91";"121.1";"19.24";"0.24";"48.66"
"1314";"301000000";"Nikel Pit Pao pao";"WOLO";"KOLAKA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"6785";"Besar";"Active";"20.0";"2012-04-23";"2032-04-23";"-3.852";"121.289";"39.22";"0.06";"1.01"
"1315";"302000000";"Nikel Maniang";"WUNDULAKO";"KOLAKA TIMUR";"SULAWESI TENGGARA";"Ni";"EKSPLORASI RINCI";"IUP";"0";"0";"195";"Kecil";"Active";"10.0";"2023-02-28";"2033-02-28";"-4.203";"121.479";"0.00";"0.00";"0.00"
"1316";"303000000";"Nikel Pakaulan";"MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3648";"Menengah";"Active";"8.0";"2022-09-30";"2030-09-20";"0.948";"128.409";"21.34";"1.06";"19.77"
"1317";"305000000";"Nikel Pomalaa HPAL";"POMALAA";"KOLAKA";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUPK";"0";"0";"20286";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-4.227";"121.668";"0.00";"0.00";"0.00"
"1318";"306000000";"Nikel Baru";"OBI";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"EKSPLORASI RINCI";"IUP";"0";"0";"1884.84";"Menengah";"Active";"10.2";"2019-01-14";"2029-04-06";"-1.431";"127.527";"17.47";"1.00";"10.79"
"1321";"310000000";"Nikel Torobulu";"LAEYA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"301905920";"3523148846";"1931";"Menengah";"Active";"10.0";"2019-11-29";"2029-11-28";"-4.424";"122.459";"2.54";"0.67";"11.89"
"1322";"311000000";"Nikel Salgado, Purano, Bangko";"KABAENA SELATAN";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"52520000";"611366";"2527";"Menengah";"Active";"20.0";"2010-07-26";"2030-07-25";"-5.413";"121.934";"16.53";"0.63";"57.70"
"1323";"312000000";"Nikel Wasile";"WASILE";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"14000000";"15365";"24700";"Besar";"Active";"20.0";"2016-05-09";"2036-05-09";"1.113";"128.08";"37.37";"0.33";"35.09"
"1330";"325000000";"Nikel Tanjung Buli";"MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"99400000";"127137";"3648";"Menengah";"Active";"8.0";"2022-09-30";"2030-09-20";"0.832";"128.286";"3.01";"0.22";"3.24"
"1331";"327000000";"Nikel Pulau Gee";"MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"15000000";"31500";"3648";"Menengah";"Active";"8.0";"2022-09-30";"2030-09-20";"0.83";"128.328";"7.64";"0.10";"7.65"
"1332";"328000000";"Nikel Pulau Pakal";"KOTAMABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"131600000";"1817893";"3648";"Menengah";"Active";"8.0";"2022-09-30";"2030-09-20";"0.786";"128.34";"10.07";"0.64";"11.10"
"1341";"348000000";"Nikel Sake Barat";"WEDA TENGAH";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"19950000";"242991";"45065";"Besar";"Active";"28.2";"2019-12-30";"2048-02-27";"0.493";"127.962";"20.79";"1.21";"3.92"
"1345";"353000000";"Nikel Malamala Selatan";"OBI SELATAN";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"200000000";"194390";"1800";"Menengah";"Active";"12.7";"2017-05-29";"2030-01-28";"-1.659";"127.601";"25.22";"2.63";"23.84"
"1346";"355000000";"Nikel Kawasi";"OBI";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"125000000";"110670";"1725.54";"Menengah";"Active";"13.9";"2017-06-02";"2031-04-29";"-1.586";"127.412";"4.02";"0.73";"5.50"
"1347";"357000000";"Nikel Latou";"BATU PUTIH";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"7281000";"9428895";"955";"Kecil";"Active";"10.0";"2021-06-21";"2031-06-21";"-3.074";"121.102";"37.23";"0.07";"63.60"
"1367";"1157000000";"Nikel Blok Utara Ngapaaha";"TINANGGEA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"74998550";"77693579250";"800";"Kecil";"Active";"18.0";"2010-09-08";"2028-09-08";"-4.382";"122.179";"31.66";"1.33";"3.02"
"1369";"1161000000";"Nikel Morombo (Bososi)";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"3740000";"389606";"1850";"Menengah";"Active";"20.0";"2011-06-06";"2031-06-06";"-3.378";"122.201";"63.19";"3.06";"37.20"
"1376";"1187000000";"Nikel Lasolo (DMS)";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"35982780";"453383028";"130";"Kecil";"Active";"20.0";"2010-07-14";"2030-07-14";"-3.672";"122.258";"48.66";"0.39";"31.24"
"1377";"1188000000";"Nikel Lameluru";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"317";"Kecil";"Active";"20.0";"2009-12-22";"2029-12-22";"-3.281";"122.3";"54.40";"0.09";"25.87"
"1379";"1203000000";"Nikel Blok Sagantel dan Sakaulen";"WEDA TENGAH";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"122036650";"1601174813";"1000";"Menengah";"Active";"17.6";"2012-05-30";"2029-12-21";"0.584";"127.955";"29.80";"2.51";"12.51"
"1380";"1204000000";"Nikel Messa";"WEDA UTARA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"10420000";"1170687";"1232";"Menengah";"Active";"26.0";"2012-05-28";"2038-05-10";"0.542";"128.16";"33.43";"1.91";"19.80"
"1384";"1254000000";"Nikel Roko roko";"WAWONII TENGGARA";"KONAWE KEPULAUAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"25000000";"21630";"850.9";"Kecil";"Active";"20.0";"2008-11-14";"2028-11-14";"-4.217";"123.117";"25.95";"3.17";"58.23"
"1386";"1366000000";"Nikel Longgona Barat";"PAGIMANA";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"199";"Kecil";"Active";"9.1";"2023-01-30";"2032-03-22";"-0.812";"122.605";"6.30";"0.04";"189.78"
"1387";"1367000000";"Nikel Siuna";"PAGIMANA";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1220";"Menengah";"Active";"10.0";"2016-08-19";"2026-08-19";"-0.735";"122.99";"32.17";"0.64";"228.68"
"1389";"1369000000";"Nikel Lembah Kramat";"TOILI BARAT";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"198";"Kecil";"Active";"9.2";"2022-12-12";"2032-03-05";"-1.571";"122.085";"35.78";"2.87";"94.34"
"1390";"1370000000";"Nikel Molino 1";"LEMBO";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3744";"Menengah";"Active";"13.9";"2016-01-19";"2029-12-08";"-2.162";"121.385";"19.17";"0.54";"25.31"
"1392";"1372000000";"Nikel Ungkaya";"PETASIA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUP";"0";"0";"585";"Kecil";"Active";"10.3";"2020-12-03";"2031-03-24";"-1.879";"121.318";"0.00";"0.00";"0.00"
"1393";"1373000000";"Nikel Lambolo";"PETASIA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"34741740";"4196266004";"4780";"Menengah";"Active";"20.0";"2011-04-28";"2031-04-20";"-1.983";"121.316";"2.93";"1.82";"4.55"
"1394";"1374000000";"Nikel Ganda ganda";"PETASIA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUP ";"0";"0";"200";"Kecil";"Active";"20.0";"2012-04-19";"2032-04-12";"-1.8921";"121.347";"0.00";"0.00";"0.00"
"1395";"1375000000";"Nikel Torete";"PETASIA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"196";"Kecil";"Active";"19.9";"2014-11-21";"2034-10-10";"-1.946";"121.317";"4.05";"0.51";"0.66"
"1396";"1376000000";"Nikel Matarape";"BUNGKU PESISIR";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1825";"Menengah";"Active";"11.0";"2024-06-23";"2035-06-23";"-3.131";"122.275";"37.79";"1.55";"9.09"
"1398";"1378000000";"Nikel Tangofa";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"49500000";"641508";"5983";"Besar";"Active";"10.9";"2020-07-10";"2031-05-26";"-2.9391";"122.169";"14.54";"3.30";"11.88"
"1399";"1379000000";"Nikel One Ete";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"155578150";"22325464525";"1142";"Menengah";"Active";"20.0";"2011-05-23";"2031-05-20";"-2.941";"122.303";"20.53";"0.75";"12.46"
"1401";"1381000000";"Nikel Keurea";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"775";"Kecil";"Active";"10.2";"2022-02-16";"2032-04-19";"-2.795";"122.102";"7.11";"0.05";"1.88"
"1402";"1383000000";"Nikel Laro Enai 1";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"33500000";"33124";"199";"Kecil";"Active";"16.7";"2013-11-25";"2030-08-20";"-3.055";"122.245";"28.77";"0.17";"2.92"
"1406";"1387000000";"Nikel Larui";"POREHU";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"0";"0";"1050";"Menengah";"Active";"15.0";"2012-12-05";"2027-12-05";"-2.902";"121.153";"0.00";"0.00";"0.00"
"1407";"1389000000";"Nikel Pesohua";"POMALAA";"KOLAKA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"10110590";"120316021";"340";"Kecil";"Active";"10.0";"2018-04-02";"2028-04-01";"-4.2036";"121.639";"5.55";"0.84";"4.75"
"1408";"1392000000";"Nikel Lamendai";"TANGGETADA";"KOLAKA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1075";"Menengah";"Active";"20.0";"2010-04-12";"2030-04-12";"-4.312";"121.695";"18.60";"0.56";"14.98"
"1409";"1394000000";"Nikel Lamonae 1";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"103";"Kecil";"Active";"20.0";"2011-07-12";"2031-07-12";"-3.28";"122.241";"52.91";"0.02";"25.77"
"1410";"1395000000";"Nikel Walalindu";"ASERA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"616";"Kecil";"Active";"10.5";"2017-06-12";"2027-12-22";"-3.483";"122.104";"74.98";"0.59";"51.45"
"1411";"1397000000";"Nikel Matandahi";"MOTUI";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"14300000";"16016";"419.6";"Kecil";"Active";"18.0";"2009-12-22";"2027-12-22";"-3.8204";"122.441";"22.65";"0.52";"9.54"
"1412";"1398000000";"Nikel Mandiodo 1";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"40587992";"3977623216";"309";"Kecil";"Active";"10.7";"2017-03-29";"2027-12-22";"-3.5615";"122.217";"60.61";"0.00";"44.00"
"1414";"1400000000";"Nikel Sari Mukti";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"17309800";"21810348";"1923";"Menengah";"Active";"12.5";"2017-06-09";"2029-12-22";"-3.3485";"122.226";"60.19";"0.05";"33.49"
"1417";"1407000000";"Nikel Routa 1";"ROUTA";"KONAWE";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"0";"0";"5053";"Besar";"Active";"20.0";"2012-12-08";"2032-12-08";"-3.024";"121.705";"0.00";"0.00";"0.00"
"1418";"1408000000";"Nikel Lamonae";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"2827";"Menengah";"Active";"20.0";"2011-03-11";"2031-03-11";"-3.213";"122.205";"45.04";"1.22";"19.56"
"1419";"1409000000";"Nikel Lamonae 2";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"558113000";"69187965";"3119";"Menengah";"Active";"12.4";"2017-08-01";"2029-12-13";"-3.2295";"122.255";"47.71";"0.83";"20.05"
"1420";"1410000000";"Nikel Lamonae 3";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"470";"Kecil";"Active";"20.0";"2010-07-14";"2030-07-14";"-3.233";"122.206";"47.25";"0.88";"21.59"
"1422";"1412000000";"Nikel Lamonae 5";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"75810000";"8968323";"1213.2";"Menengah";"Active";"12.4";"2017-08-03";"2029-12-21";"-3.341";"122.27";"60.12";"0.19";"32.30"
"1423";"1414000000";"Nikel Wotumbohuti";"PALANGGA SELATAN";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"10877410";"13248685380";"1670";"Menengah";"Active";"10.0";"2017-01-27";"2027-01-27";"-4.3925";"122.391";"9.44";"0.01";"7.97"
"1424";"1415000000";"Nikel Watumbohuti 1";"PALANGGA SELATAN";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"9950690";"118413211";"584";"Kecil";"Active";"10.0";"2018-11-12";"2028-11-12";"-4.409";"122.407";"6.94";"0.57";"7.61"
"1425";"1416000000";"Nikel Ululakara";"PALANGGA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1008";"Menengah";"Active";"10.0";"2020-02-15";"2030-02-15";"-4.399";"122.338";"14.21";"0.47";"6.60"
"1426";"1417000000";"Nikel Sangi sangi";"LAEYA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"16175080";"16983834";"2301.62";"Menengah";"Active";"20.0";"2018-07-30";"2038-07-30";"-4.424";"122.459";"0.00";"0.00";"0.00"
"1428";"1419000000";"Nikel Talaga Besar";"TALAGARAYA";"BUTON TENGAH";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"22300000";"276297";"2834.96";"Menengah";"Active";"20.0";"2007-07-12";"2027-07-11";"-5.414";"122.033";"10.62";"0.46";"57.73"
"1429";"1420000000";"Nikel Wakalambe";"KAB. BUTON";"BUTON";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"675";"Kecil";"Active";"20.0";"2009-09-04";"2029-09-04";"-5.264";"122.792";"22.59";"0.28";"98.18"
"1431";"1422000000";"Nikel Baliara";"KABAENA BARAT";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"35000000";"45325";"512";"Kecil";"Active";"10.0";"2020-12-08";"2030-12-07";"-5.246";"121.839";"5.23";"0.99";"42.26"
"1434";"1425000000";"Nikel Fayaul";"WASILE";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"20454010";"2618820512";"5479.82";"Besar";"Active";"20.0";"2012-09-10";"2032-09-10";"1.023";"128.143";"25.19";"3.08";"22.91"
"1435";"1426000000";"Nikel Saramaake";"WASILE";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"EKSPLORASI";"IUP";"0";"0";NULL;"Kecil";"Active";"20.0";"2012-09-10";"2032-09-10";"0.9828";"128.104";"24.41";"6.50";"22.20"
"1436";"1427000000";"Nikel Wailukum";"KOTAMABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"53956602";"0";"137.1";"Kecil";"Active";"19.5";"2012-08-02";"2032-01-23";"0.775";"128.206";"8.29";"0.12";"9.09"
"1437";"1428000000";"Nikel Fritu";"KOTAMABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"45323000";"53956602";"990";"Kecil";"Active";"21.0";"2009-12-28";"2030-12-28";"0.599";"128.152";"27.93";"3.61";"22.11"
"1438";"1429000000";"Nikel Fritu 1";"WEDA UTARA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"45323000";"53956602";"511";"Kecil";"Expired";"0.0";"2012-05-28";"0000-00-00";"0.542";"128.16";"33.43";"2.13";"19.80"
"1439";"1430000000";"Nikel Waleh";"WEDA UTARA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"EKSPLORASI";"IUP";"0";"0";"1100";"Menengah";"Active";"0.0";"0000-00-00";"2034-01-27";"0.564";"128.079";"34.73";"9.12";"13.43"
"1441";"1432000000";"Nikel Umera (Pulau Gebe)";"PULAU GEDE";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"12913280";"1610813904";"1850";"Menengah";"Active";"19.0";"2013-01-29";"2032-01-27";"-0.186";"129.551";"14.50";"1.67";"1.59"
"1443";"1434000000";"Nikel Baru 1";"OBI";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"39170000";"4426814";"4058";"Menengah";"Active";"20.0";"2011-02-25";"2031-02-10";"-1.486";"127.499";"13.06";"0.70";"7.79"
"1444";"1435000000";"Nikel Laiwui";"OBI";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1775.4";"Menengah";"Active";"10.2";"2019-01-14";"2029-04-05";"-1.39";"127.616";"7.00";"3.46";"21.63"
"1446";"1438000000";"Nikel Piru";"SERAM BARAT";"SERAM BAGIAN BARAT";"MALUKU";"Ni";"OPERASI PRODUKSI";"IUP";"241251300";"3793481853";"4389";"Menengah";"Active";"20.0";"2009-10-15";"2029-10-15";"-3.111";"128.099";"97.06";"0.46";"189.48"
"1450";"1599000000";"Nikel Pitulua";"LASUSUA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"475";"Kecil";"Expired";"15.0";"2011-03-14";"2026-03-14";"-3.617";"120.965";"24.06";"0.91";"45.30"
"1451";"1600000000";"Nikel Subaim";"WASILE";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"118000000";"131880";"2117";"Menengah";"Active";"20.0";"2009-12-07";"2029-12-07";"1.021";"128.197";"22.52";"3.10";"20.30"
"1452";"1920000000";"Nikel Laro Enai";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"5664000";"985536";"198";"Kecil";"Active";"10.4";"2024-11-17";"2035-04-15";"-3.042";"122.245";"27.40";"0.06";"2.95"
"1453";"1921000000";"Nikel Soroako-Petea HPAL";"WASUPONDA";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"EKSPLORASI";"IUPK";"0";"0";"70566";"Besar";"Active";"11.7";"2024-05-03";"2035-12-28";"-2.642";"121.242";"0.00";"0.00";"0.00"
"1454";"1922000000";"Nikel Lalindu dan Lasolo";"ASERA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"EKSPLORASI";"IUP";"0";"0";"16920";"Besar";"Active";"20.0";"2010-04-29";"2030-04-29";"-3.468";"122.154";"0.00";"0.00";"0.00"
