"objectid";"nomor_lokasi";"nama_objek";"kecamatan";"kabupaten";"provinsi";"komoditi";"status_penyelidikan";"jenis_izin";"bijih_terbukti";"logam_terbukti";"luas_wilayah";"kategori_luas";"license_status";"durasi_izin_tahun";"tanggal_berlaku_sk";"tanggal_berakhir";"latitude";"longitude";"jarak_pelabuhan_km";"jarak_jalan_km";"jarak_smelter_km"
"1564";"2542000000";"Nikel Sumber Agung";"NUHON";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"4677";"Menengah";"Active";"19.5";"2015-09-02";"2035-02-22";"-0.9889";"122.184";"53.60";"0.23";"142.57"
"1565";"2543000000";"Nikel Sumber Mulya";"BUNTA";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"4677";"Menengah";"Active";"19.5";"2015-09-02";"2035-02-22";"-0.9596";"122.234";"50.72";"0.04";"148.69"
"1566";"2544000000";"Nikel Donda";"BUNTA";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"4677";"Menengah";"Active";"19.5";"2015-09-02";"2035-02-22";"-0.9263";"122.286";"44.02";"0.97";"155.34"
"1568";"2546000000";"Nikel Molore";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"12921580";"144721696";"195.7";"Kecil";"Active";"20.0";"2010-06-07";"2030-06-07";"-3.336";"122.288";"60.00";"0.18";"31.81"
"1569";"2547000000";"Nikel Wiwirano";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"634.8";"Kecil";"Active";"20.0";"2010-06-23";"2030-06-23";"-3.167";"122.237";"40.54";"1.42";"13.58"
"1570";"2548000000";"Nikel Pitulua 1";"LASUSUA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"15125000";"16410625";"100";"Kecil";"Active";"14.9";"2011-07-04";"2026-06-04";"-3.623";"120.954";"24.28";"0.13";"45.93"
"1571";"2549000000";"Nikel Malili";"MALILI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3000";"Menengah";"Active";"20.0";"2018-01-23";"2038-01-23";"-2.629";"121.138";"5.87";"0.36";"27.49"
"1572";"2550000000";"Nikel Ubulie Utara";"PULAU GEDE";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"315";"Kecil";"Active";"14.7";"2023-05-26";"2038-02-01";"-0.042";"129.388";"9.81";"0.13";"2.93"
"1574";"2552000000";"Nikel Batu Raja";"WASILE";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"14100000";"182042";"924";"Kecil";"Active";"7.4";"2020-06-18";"2027-10-29";"1.048";"128.144";"27.58";"2.01";"25.30"
"1575";"2553000000";"Nikel Lahimbua";"ANDOWIA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"14389510";"181307826";"386.49";"Kecil";"Active";"13.4";"2018-10-16";"2032-03-10";"-3.522";"122.158";"68.24";"0.45";"51.20"
"1576";"2554000000";"Nikel Lameruru";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"11000000";"10844";"576";"Kecil";"Active";"19.9";"2014-03-17";"2034-01-17";"-3.2491";"122.29";"50.76";"0.07";"22.24"
"1577";"2555000000";"Nikel Tapunggaya 2";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"3000000";"4800";"106";"Kecil";"Active";"20.0";"2011-10-31";"2031-10-21";"-3.3867";"122.363";"67.72";"2.24";"38.75"
"1578";"2556000000";"Nikel Blok Lameluru-Molore-Tobimeta";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"2943516";"461.1";"Kecil";"Active";"20.0";"2011-02-01";"2031-02-01";"-3.3404";"122.271";"60.07";"0.23";"32.23"
"1579";"2557000000";"Nikel Tapunggaya 4 (Blok Utara)";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"4200000";"48216";"310";"Kecil";"Active";"15.5";"2017-06-05";"2032-12-12";"-3.3543";"122.275";"61.67";"0.43";"33.73"
"1580";"2558000000";"Nikel Lamonae 4";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1411.35";"Menengah";"Active";"20.0";"2013-07-30";"2033-07-30";"-3.2131";"122.287";"46.86";"1.71";"18.25"
"1581";"2559000000";"Nikel Pasir Panjang Boedingle";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"15153110";"20683995150";"200";"Kecil";"Active";"19.0";"2012-05-21";"2031-05-21";"-3.455";"122.382";"61.16";"0.31";"46.58"
"1582";"2560000000";"Nikel Wawalalindu";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"45766500";"579861555";"102.6";"Kecil";"Active";"20.0";"2010-12-14";"2030-12-14";"-3.577";"122.194";"61.05";"0.06";"51.45"
"1583";"2561000000";"Nikel Blok I dan Blok II Tapunggaya";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"251";"Kecil";"Active";"13.1";"2019-01-29";"2032-02-28";"-3.5948";"122.192";"59.87";"0.02";"42.46"
"1585";"2563000000";"Nikel Parasi";"PALANGGA SELATAN";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"220900000";"262871";"1226";"Menengah";"Active";"10.0";"2018-07-28";"2028-07-28";"-4.371";"122.404";"10.23";"0.27";"10.74"
"1586";"2564000000";"Nikel Blok Tanjung Baja";"WOLO";"KOLAKA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"20166090";"254092734";"210.3";"Kecil";"Active";"10.0";"2020-07-27";"2030-07-26";"-3.862";"121.281";"37.00";"1.16";"2.11"
"1587";"2565000000";"Nikel Tolala 1";"TOLALA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"221";"Kecil";"Active";"15.0";"2012-01-12";"2027-01-12";"-2.891";"121.107";"17.37";"2.27";"46.55"
"1588";"2566000000";"Nikel Blok II Lelewawo";"BATU PUTIH";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"3500000";"3675";"210";"Kecil";"Active";"9.7";"2021-07-23";"2031-04-12";"-3.0244";"121.057";"31.56";"0.26";"61.64"
"1590";"2568000000";"Nikel Batuawu";"KABAENA SELATAN";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"21153870";"236923344";"1533";"Menengah";"Active";"10.1";"2022-12-12";"2032-12-29";"-5.3521";"121.878";"13.58";"1.42";"52.08"
"1591";"2569000000";"Nikel Tapuhaka";"KABAENA TIMUR";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"2335560";"349866888";"414";"Kecil";"Active";"10.0";"2023-06-22";"2033-06-22";"-5.3198";"122.025";"2.77";"0.04";"47.29"
"1592";"2570000000";"Nikel Lamkema";"KABAENA SELATAN";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"5151560";"7717036880";"2128";"Menengah";"Active";"10.0";"2020-10-07";"2030-10-06";"-5.3318";"121.894";"13.42";"3.95";"49.51"
"1593";"2571000000";"Nikel Padabaho";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"196";"Kecil";"Active";"19.9";"2014-11-21";"2034-10-10";"-2.91";"122.182";"11.47";"1.65";"8.79"
"1594";"2572000000";"Nikel Lambolo 1";"PETASIA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"8089740";"9479223950";"974";"Kecil";"Active";"20.0";"2012-03-16";"2032-03-15";"-1.937";"121.292";"6.98";"1.25";"3.34"
"1595";"2573000000";"Nikel Korowou";"LEMBO";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"22714130";"27506811430";"4656";"Menengah";"Active";"15.3";"2017-08-09";"2032-11-12";"-2.14";"121.365";"17.95";"1.73";"22.40"
"1596";"2574000000";"Nikel Lalampu 1";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"775";"Kecil";"Active";"10.2";"2022-02-16";"2032-04-19";"-2.7957";"122.103";"7.04";"0.01";"1.93"
"1597";"2575000000";"Nikel Sumbatu";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"219742280";"310321939340";"3339.23";"Menengah";"Active";"20.0";"2018-05-15";"2038-05-15";"-2.82";"121.994";"19.03";"5.56";"9.79"
"1598";"2576000000";"Nikel Solonsa";"WITA PONDA";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"534869825";"51294016218";"480";"Kecil";"Active";"19.0";"2010-10-16";"2029-10-16";"-2.223";"121.542";"27.28";"1.79";"39.56"
"1599";"2577000000";"Nikel Torette 1";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"33000000";"39270";"1301";"Menengah";"Active";"16.9";"2012-06-19";"2029-05-06";"-2.994";"122.214";"21.34";"0.90";"8.74"
"1600";"2578000000";"Nikel Buleleng";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1301";"Menengah";"Active";"16.9";"2012-06-19";"2029-05-06";"-3.023";"122.232";"23.90";"0.31";"5.16"
"1601";"2579000000";"Nikel Molino 2";"PETASIA TIMUR";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"768320";"1229312";"424";"Kecil";"Active";"10.0";"2020-09-22";"2030-09-22";"-2.139";"121.473";"22.10";"0.40";"27.52"
"1602";"2580000000";"Nikel Sumber Agung 1";"TOILI BARAT";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3099";"Menengah";"Active";"19.7";"2015-09-02";"2035-05-14";"-1.353";"122.223";"41.81";"3.32";"119.60"
"1604";"2787000000";"Nikel Blok Cetara Lalampu";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"EKSPLORASI";"IUP";"5800000";"68614";"199";"Kecil";"Active";"10.0";"2021-10-19";"2031-10-18";"-2.781";"122.075";"0.00";"0.00";"0.00"
"1606";"2788000000";"Nikel Binanga";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"1979250";"2528491875";"185";"Kecil";"Active";"20.0";"2011-06-23";"2031-06-23";"-3.3755";"122.309";"64.80";"0.59";"36.36"
"1607";"2789000000";"Nikel Blok B Lameluru";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"20985670";"26225801840";"1975";"Menengah";"Active";"20.0";"2010-12-14";"2030-12-13";"-3.2635";"122.28";"52.04";"0.92";"23.75"
"1608";"2790000000";"Nikel Wulu";"TALAGA RAYA";"BUTON";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"22300000";"276297";"2834.96";"Menengah";"Active";"20.0";"2007-07-12";"2027-07-11";"-5.436";"122.001";"13.98";"0.51";"59.96"
"1609";"2791000000";"Nikel Waturambaha 1";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"11634070";"154733131";"539";"Kecil";"Active";"20.0";"2011-08-23";"2031-08-23";"-3.3628";"122.303";"63.28";"0.11";"34.90"
"1610";"2792000000";"Nikel Lawaki Jaya";"TOLALA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"71070910";"87061864750";"404";"Kecil";"Active";"20.0";"2013-03-15";"2033-03-15";"-2.8389";"121.067";"10.67";"0.25";"45.59"
"1611";"2793000000";"Nikel Mosiku";"BATUPUTIH DAN TOLALA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"27635630";"35636302940";"738";"Kecil";"Active";"15.0";"2011-08-16";"2026-08-11";"-2.8405";"121.06";"10.66";"0.00";"46.28"
"1612";"2794000000";"Nikel Tapunggaya 3";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"31666410";"31033081800";"218.21";"Kecil";"Active";"7.3";"2024-11-19";"2032-03-10";"-3.5238";"122.177";"66.63";"0.48";"49.84"
"1613";"2795000000";"Nikel Tapunggaya 4 (Blok Selatan)";"MOLAWE";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"5600000";"65464";"310";"Kecil";"Active";"15.5";"2017-06-05";"2032-12-12";"-3.3728";"122.266";"63.49";"0.64";"35.82"
"1614";"2796000000";"Nikel Lameruru 1";"LANGGIKIMA";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"226.51";"Kecil";"Active";"10.4";"2020-05-04";"2030-09-16";"-3.2574";"122.303";"52.06";"0.09";"23.34"
"1615";"2797000000";"Nikel Labokeo";"LAEYA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"1185";"Menengah";"Active";"10.0";"2019-10-09";"2029-10-09";"-4.3608";"122.488";"10.11";"0.17";"17.94"
"1616";"2798000000";"Nikel Soa Gimalaha";"KOTA MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"68756540";"0";"2000";"Menengah";"Active";"20.0";"2011-03-10";"2031-03-10";"0.6194";"128.282";"23.12";"3.00";"25.21"
"1620";"2802000000";"Nikel Sepoh";"WEDA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"2080";"Menengah";"Active";"14.4";"2018-06-04";"2032-10-10";"0.5249";"128.048";"29.17";"4.40";"7.92"
"1622";"2804000000";"Nikel Pongkalaero 1";"KABAENA SELATAN";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"5900000";"77308";"531.3";"Kecil";"Expired";"-89.3";"2019-07-31";"1930-04-22";"-5.3739";"121.909";"16.78";"2.07";"53.78"
"1623";"2805000000";"Nikel Lalampu 2";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"775";"Kecil";"Active";"10.2";"2022-02-16";"2032-04-19";"-2.8126";"122.076";"9.91";"0.89";"1.96"
"1624";"2806000000";"Nikel Kolo Bawah";"MAMOSALATO";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"230000";"25641";"199.5";"Kecil";"Active";"9.7";"2022-08-02";"2032-04-18";"-1.6829";"121.898";"11.57";"0.08";"70.25"
"1625";"2807000000";"Nikel Bungintibe";"PETASIA TIMUR";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"100526050";"116072403300";"1205";"Menengah";"Active";"10.3";"2022-07-14";"2032-10-22";"-2.0949";"121.414";"11.21";"1.18";"19.77"
"1626";"2808000000";"Nikel Buleleng 1";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"91665190";"962484495";"514";"Kecil";"Active";"19.8";"2011-09-24";"2031-06-22";"-3.038";"122.234";"26.62";"0.22";"4.19"
"1627";"2809000000";"Nikel Ungkaya 1";"WITAPONFA";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"10862680";"129265892";"743";"Kecil";"Active";"15.0";"2016-10-31";"2031-10-31";"-2.2587";"121.548";"31.15";"2.08";"39.27"
"1628";"2810000000";"Nikel Siuna 2";"PAGIMANA";"BANGGAI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"44400000";"54390";"938";"Kecil";"Active";"10.0";"2016-08-19";"2026-08-19";"-0.7334";"122.991";"32.40";"0.82";"228.90"
"1629";"2811000000";"Nikel Torette 2";"BUNGKU SELATAN";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"90048000";"11099284";"688";"Kecil";"Active";"22.0";"2013-12-13";"2035-12-13";"-2.9681";"122.204";"18.26";"1.23";"11.62"
"1630";"2812000000";"Nikel Towi";"PETASIA DAN SOYOJAYA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"385224660";"456105961234";"2641";"Menengah";"Active";"11.8";"2019-09-19";"2031-07-11";"-1.9004";"121.257";"12.43";"1.66";"8.58"
"1631";"2813000000";"Nikel Tapunggaya 5";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"253080233";"318881093580";"218";"Kecil";"Active";"20.0";"2011-07-27";"2031-07-27";"-3.3867";"122.363";"67.71";"2.26";"38.74"
"1632";"2814000000";"Nikel Tapu Boedingin";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"4500";"55125";"102";"Kecil";"Active";"13.8";"2018-03-02";"2031-12-23";"-3.457";"122.37";"61.45";"1.33";"46.46"
"1633";"2815000000";"Nikel Kiaea";"PALANGGA";"KONAWE SELATAN";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"10000000";"12600";"1226";"Menengah";"Active";"10.0";"2018-07-28";"2028-07-28";"-4.3708";"122.404";"10.25";"0.29";"10.76"
"1634";"2816000000";"Nikel Blok Pongkeru dan Blok Harapan";"MALILI";"LUWU TIMUR";"SULAWESI SELATAN";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"303";"Kecil";"Active";"10.0";"2021-09-10";"2031-09-17";"-2.7885";"121.153";"11.03";"0.45";"34.77"
"1635";"2817000000";"Nikel Wailukum 2";"KOTA MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"122.7";"Kecil";"Active";"19.8";"2011-10-19";"2031-08-18";"0.7376";"128.231";"10.41";"0.52";"12.04"
"1636";"2818000000";"Nikel Buli Karya";"MABA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"180000000";"224784";"4953";"Menengah";"Active";"19.0";"2018-07-17";"2037-07-17";"0.9004";"128.181";"11.89";"8.18";"9.72"
"1637";"2840000000";"Nikela Malamala Utara";"OBI";"HALMAHERA SELATAN";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"88000000";"78400";"1800";"Menengah";"Active";"12.7";"2017-05-29";"2030-01-28";"-1.5083";"127.389";"4.94";"0.12";"4.43"
"1638";"2841000000";"Nikel Sagea";"WEDA UTARA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"688";"Kecil";"Active";"11.6";"2018-06-04";"2029-12-21";"0.5449";"128.081";"33.32";"6.21";"12.20"
"1639";"2842000000";"Nikel Sagea 1";"WEDA UTARA";"HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"688";"Kecil";"Active";"11.6";"2018-06-04";"2029-12-21";"0.5499";"128.081";"33.72";"6.76";"12.55"
"1640";"2843000000";"Nikel Prospek Bravo Romeo 1";"ROUTA";"KONAWE";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"21100";"Besar";"Active";"17.8";"2019-11-18";"2037-09-14";"-2.9849";"121.806";"44.43";"7.88";"35.14"
"1641";"2844000000";"Nikel Prospek Bravo Romeo 2 dan 3";"ROUTA";"KONAWE";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"21100";"Besar";"Active";"17.8";"2019-11-18";"2037-09-14";"-2.9849";"121.806";"44.43";"7.88";"35.14"
"1642";"2845000000";"Nikel Prospek Delta Sierra";"ROUTA";"KONAWE";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"21100";"Besar";"Active";"17.8";"2019-11-18";"2037-09-14";"-2.9849";"121.806";"44.43";"7.88";"35.14"
"1643";"2846000000";"Nikel Lengora 1 (Blok A 2)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"108625315";"14325706112";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1644";"2847000000";"Nikel Lengora 1 (Blok A 7)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"11738470";"13094960042";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1645";"2848000000";"Nikel Lengora 1 (Blok AB)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"345002";"0";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1646";"2849000000";"Nikel Lengora 1 (Blok A 12)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1647";"2850000000";"Nikel Lengora 1 (Blok A 15)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1648";"2851000000";"Nikel Lengora 1 (Blok B1)";"KABAENA TENGAH";"BOMBANA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3450";"Menengah";"Active";"12.4";"2019-08-28";"2032-01-30";"-5.1453";"121.967";"10.72";"1.72";"27.89"
"1649";"2852000000";"Nikel Maba Sangaji";"KOTA MABA";"HALMAHERA TIMUR, HALMAHERA TENGAH";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"3986";"Menengah";"Active";"20.0";"2018-08-30";"2038-08-30";"0.713";"128.077";"23.92";"7.95";"24.06"
"1650";"2853000000";"Nikel Mabapura";"MABA KOTA";"HALMAHERA TIMUR";"MALUKU UTARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"394.1";"Kecil";"Active";"19.0";"2009-10-29";"2028-10-29";"0.8112";"128.205";"6.31";"0.10";"6.14"
"1651";"2854000000";"Nikel Sambalagi 1";"BUNGKU PESISIR";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"66800000";"84168";"477";"Kecil";"Active";"10.0";"2021-09-24";"2031-09-24";"-3.1301";"122.273";"37.59";"1.63";"8.98"
"1653";"2856000000";"Nikel Rapalemba";"AMPANA KOTA";"TOJO UNA-UNA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"92357720";"1228357676";"10800";"Besar";"Active";"20.0";"2011-05-24";"2031-05-24";"-0.9889";"122.184";"57.05";"0.21";"142.55"
"1656";"2859000000";"Nikel Tamainusi 3";"SAYO JAYA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"27190000";"0";"339";"Kecil";"Active";"10.0";"2023-09-20";"2033-09-20";"-1.8369";"121.221";"19.99";"6.68";"16.15"
"1657";"2860000000";"Nikel Towi";"SAYO JAYA";"MOROWALI UTARA";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP ";"15300000";"189567";"160";"Kecil";"Active";"21.0";"2010-03-24";"2031-03-25";"-1.8607";"121.341";"11.46";"0.43";"9.27"
"1658";"2861000000";"Nikel Sumbatu 1";"BAHODOPI";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"33100000";"355684";"1942";"Menengah";"Active";"20.0";"2010-08-12";"2030-08-11";"-2.8126";"122.076";"9.88";"0.73";"1.95"
"1660";"2863000000";"Nikel Tapunggaya 6";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"13610280";"16547020840";"261";"Kecil";"Active";"20.0";"2011-12-23";"2031-12-23";"-3.457";"122.37";"61.45";"1.33";"46.46"
"1661";"2941000000";"Nikel Blok DTGP-1 (A)";"LASOLO";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"15125000";"18104625";"138.2";"Kecil";"Active";"20.0";"2011-10-21";"2031-10-21";"-3.3884";"122.264";"65.15";"0.18";"37.55"
"1662";"2942000000";"Nikel Blok PT FBS";"LASUSUA";"KOLAKA UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"101";"Kecil";"Expired";"5.0";"2012-01-27";"2017-01-26";"-3.563";"120.915";"16.78";"1.31";"53.29"
"1664";"2944000000";"Nikel Blok A";"PETASIA";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"2800000";"31948";"2318";"Menengah";"Active";"20.0";"2011-11-29";"2031-11-29";"-2.944";"122.099";"16.75";"7.58";"14.61"
"1665";"2945000000";"Nikel Blok 1";"BUNGKU BARAT";"MOROWALI";"SULAWESI TENGAH";"Ni";"OPERASI PRODUKSI";"IUP";"125284800";"149088912";"5690";"Besar";"Active";"20.0";"2014-09-15";"2034-09-15";"-2.388";"121.728";"53.60";"6.39";"38.56"
"1666";"2946000000";"Nikel Blok WSM 1-7";"LASOLO KEPULAUAN";"KONAWE UTARA";"SULAWESI TENGGARA";"Ni";"OPERASI PRODUKSI";"IUP";"0";"0";"203";"Kecil";"Active";"14.4";"2017-11-06";"2032-03-30";"-3.414";"122.353";"66.56";"3.59";"41.40"
