Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),License_Duration_Years,License_Status
Wolo,Kolaka,Nikel Samaenre,2148000000,Nikel,Ni,Logam Besi dan Paduan Besi,Samaenre,Sulawesi Tenggara,Operasi Produksi,0,0,Pit Tenggara 1-4,"PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2019 (Adendum)",1497,121.319,-3.878,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,34840.34,864.941,3574.904,20.013698630136986,Active
Wolo,Kolaka,Nikel Pit Pao pao,301000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pit Pao pao,Sulawesi Tenggara,Operasi Produksi,0,0,"wmt, CoG 1,3% Ni","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1314,121.289,-3.852,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,39216.248,60.637,1013.294,20.013698630136986,Active
Wolo,Kolaka,Nikel Wolo,2149000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wolo,Sulawesi Tenggara,Operasi Produksi,0,0,"Pit Utara 1, Pit Utara 2","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1498,121.269,-3.843,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,41609.079,121.664,3423.913,20.013698630136986,Active
Wolo,Kolaka,Nikel Ruby,2150000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ruby,Sulawesi Tenggara,Operasi Produksi,0,0,"CoG 1,4%","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1499,121.286,-3.872,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,38272.156,2165.17,2441.591,20.013698630136986,Active
Wolo,Kolaka,Nikel Jessica,2151000000,Nikel,Ni,Logam Besi dan Paduan Besi,Jessica,Sulawesi Tenggara,Operasi Produksi,0,0,"CoG 1,5%","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1500,121.287,-3.864,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,38655.612,1358.34,1685.468,20.013698630136986,Active
Wolo,Kolaka,Nikel Emerald,2528000000,Nikel,Ni,Logam Besi dan Paduan Besi,Emerald,Sulawesi Tenggara,Operasi Produksi,0,0,"CoG 1,3% Ni, kadar Ni 1,7%","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1550,121.24,-3.868,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,42901.677,1198.794,6638.52,20.013698630136986,Active
Wolo,Kolaka,Nikel Saphire,2529000000,Nikel,Ni,Logam Besi dan Paduan Besi,Saphire,Sulawesi Tenggara,Operasi Produksi,0,0,"CoG 1,2% Ni, kadar Ni 1,57%","PT Ceria Nugraha Indotama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1551,121.28,-3.876,IUP,"Kel Wolo, Uluwolo, Ponrewaru",6785.0,2032-04-23,2012-04-23,38609.418,1887.497,3191.742,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Mandiodo 1,1398000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mandiodo 1,Sulawesi Tenggara,Operasi Produksi,40587992,3977623216,"Kadar Ni 1,4%","PT Cinta Jaya, Laporan RKAB Tahun 2022",1412,122.2168,-3.5615,IUP,Kec. Molawe,309.0,2027-12-22,2017-03-29,60610.215,1.374,43998.73,10.73972602739726,Active
Molawe,Konawe Utara,Nikel Tapungjaya 1,2164000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapungjaya 1,Sulawesi Tenggara,Operasi Produksi,133397672,13072971856,-,"PT Cinta Jaya, Laporan RKAB Tahun 2022",1513,122.1969,-3.5632,IUP,Kec. Molawe,309.0,2027-12-22,2017-03-29,61962.057,63.471,45009.319,10.73972602739726,Active
Langgikima,Konawe Utara,Nikel Wiwirano,2547000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wiwirano,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Cipta Djaya Selaras Mining, Laporan Studi Kelayakan Tahun 2013",1569,122.237,-3.167,IUP,"Desa Wiwirano, Kec. Wiwirano",634.8,2030-06-23,2010-06-23,40535.271,1419.034,13582.788,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Molore,2546000000,Nikel,Ni,Logam Besi dan Paduan Besi,Molore,Sulawesi Tenggara,Operasi Produksi,12921580,144721696,"Kadar Ni 1,3% dan 1,8%","PT Cipta Djaya Surya, Laporan RKAB Tahun 2022",1568,122.288,-3.336,IUP,"Desa Molore, Kec. Langgikima",195.7,2030-06-07,2010-06-07,60004.395,176.663,31805.716,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Blok Paka Indah,1932000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Paka Indah,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Cipta Djaya Surya, Laporan Studi Kelayakan Tahun 2013",1464,122.165,-3.362,IUP,"Desa Molore, Kec. Langgikima",195.7,2030-06-07,2010-06-07,61293.118,1925.448,36557.269,20.013698630136986,Active
Lasusua,Kolaka Utara,Nikel Pitulua,1599000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pitulua,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Citra Silika Mallawa, 2013",1450,120.965,-3.617,IUP,Kec. Lasusua,475.0,2026-03-14,2011-03-14,24061.944,908.633,45301.967,15.01095890410959,Expired
Molawe,Konawe Utara,Nikel Pasir Panjang Boedingle,2559000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pasir Panjang Boedingle,Sulawesi Tenggara,Operasi Produksi,15153110,20683995150,"Kadar Ni 1,64% s.d.1,95%","PT Daka Group, Laporan RKAB Tahun 2020",1581,122.3821,-3.455,IUP,"Kec. Lasolo, Konawe Utara",200.0,2031-05-21,2012-05-21,61157.722,306.198,46584.187,19.01095890410959,Active
Tanggetada,Kolaka,Nikel Tambea,1927000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tambea,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Dharma Bumi Kendari, 2015",1459,121.678,-4.303,IUP,"Kec. Tanggetada/Lambandia, Kab. Kolaka",1000.0,2027-12-31,2010-04-12,16723.923,241.967,12889.288,17.731506849315068,Active
Tanggetada,Kolaka,Nikel Lamendai,1392000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamendai,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Dharma Bumi Kolaka, 2015",1408,121.695,-4.312,IUP,"Kec. Tanggetada/Lambandia, Kab. Kolaka",1075.0,2030-04-12,2010-04-12,18597.252,563.849,14980.435,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Blok DTGP-1 (A),2941000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok DTGP-1 (A),Sulawesi Tenggara,Operasi Produksi,15125000,18104625,"Kadar Ni 0,8% - 1,76%, Kadar Fe 19,78% - 38,45%","PT Duta Tambang Gunung Perkasa, Laporan RKAB Tahun 2022",1661,122.2637,-3.3884,IUP,"Kec. Lasolo, Kab. Konawe Utara",138.2,2031-10-21,2011-10-21,65148.518,182.154,37548.988,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Lasolo (DMS),1187000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lasolo (DMS),Sulawesi Tenggara,Operasi Produksi,35982780,453383028,"Blok A, B, C, D dan E, kadar Ni 1,65% - 1,8%","PT Dwimitra Multiguna Sejahtera, Laporan RKAB Tahun 2020",1376,122.258,-3.672,IUP,Kec. Lasolo,130.0,2030-07-14,2010-07-14,48657.105,385.358,31238.897,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Morombo 1,1945000000,Nikel,Ni,Logam Besi dan Paduan Besi,Morombo 1,Sulawesi Tenggara,Operasi Produksi,18160890,22540480410,"Blok Yudistira dan Blok Olivin, kadar Ni 1,55% s.d. 1,80%","PT Elit Kharisma Utama, Laporan RKAB Tahun 2020",1477,122.235,-3.379,IUP,"Kec. Langgikima dan Lasolo, Konawe Utara",496.1,2030-08-19,2010-08-19,63654.416,262.04,36715.552,20.013698630136986,Active
Lasusua,Kolaka Utara,Nikel Blok PT FBS,2942000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok PT FBS,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 2,05% - 2,33%, Kadar Fe 20,99% - 22,84%","PT Fatwa Bumi Sejahtera, Laporan RKAB Tahun 2022",1662,120.9152,-3.563,IUP,"Desa Pitulua, Kecamatan Lasusua",101.0,2017-01-26,2012-01-27,16779.411,1314.046,53293.769,5.002739726027397,Expired
Wawonii Tengah,Konawe Kepulauan,Nikel Latambaga,2525000000,Nikel,Ni,Logam Besi dan Paduan Besi,Latambaga,Sulawesi Tenggara,Eksplorasi,0,0,Blok Utara,"PT Gema Kreasi Perdana, Assesment Report 2018",1547,123.021,-4.086,IUP,"Kec. Wawonii Barat dan tengah, Kab. Konawe",958.0,2028-11-14,2010-01-10,,,,18.85753424657534,Active
Wawonii Tenggara,Konawe Kepulauan,Nikel Roko roko,1254000000,Nikel,Ni,Logam Besi dan Paduan Besi,Roko roko,Sulawesi Tenggara,Operasi Produksi,25000000,21630,"Blok Arwana, Blok Elang, dan Blok Anoa","PT Gema Kreasi Perdana, Laporan RKAB Tahun 2022",1384,123.117,-4.217,IUP,"Kecamatan Wawonii Tenggara, Kabupaten Konawe Kepulauan, Provinsi Sulawesi Tenggara",850.9,2028-11-14,2008-11-14,25951.204,3171.198,58233.737,20.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Watumbohuti 1,1415000000,Nikel,Ni,Logam Besi dan Paduan Besi,Watumbohuti 1,Sulawesi Tenggara,Operasi Produksi,9950690,118413211,"Kadar Ni 1,7%","PT Generasi Agung Perkasa, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1424,122.407,-4.409,IUP,Parasi dan sekitarnya Palangga Selatan,584.0,2028-11-12,2018-11-12,6935.458,566.137,7613.095,10.008219178082191,Active
Laeya,Konawe Selatan,Nikel Sangi sangi,1417000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sangi sangi,Sulawesi Tenggara,Eksplorasi,16175080,16983834,"Blok Selatan, Blok Tengah, Blok Utara","PT Gerbang Multi Sejahtera, Laporan RKAB Tahun 2020",1426,122.459,-4.424,IUP,Desa Wia-Wia Kec. Laonti,2301.62,2038-07-30,2018-07-30,,,,20.013698630136986,Active
Tinanggea,Konawe Selatan,Nikel Blok Selatan Ngapaaha,2179000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Selatan Ngapaaha,Sulawesi Tenggara,Operasi Produksi,69546720,85194732,"Ironcap, limonit dan saprolit, kadar Ni > 0,6% (sumber daya) dan Ni > 1,1% (cadangan)","PT Ifishdeco, Laporan RKAB Tahun 2020",1529,122.1768,-4.396,IUP,Ngapaaha,800.0,2028-09-08,2010-09-08,31584.754,461.116,2462.904,18.013698630136986,Active
Tinanggea,Konawe Selatan,Nikel Blok Utara Ngapaaha,1157000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Utara Ngapaaha,Sulawesi Tenggara,Operasi Produksi,74998550,77693579250,Iron Cap-Limonit-Saprolit,"PT Ifishdeco, Ringkasan Eksekutif Laporan JORC Cadangan Tahun 2018 dan laporan RKAB Tahun 2020",1367,122.179,-4.382,IUP,Ngapaaha,800.0,2028-09-08,2010-09-08,31659.183,1331.176,3016.23,18.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lameruru,2554000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru,Sulawesi Tenggara,Operasi Produksi,11000000,10844,"Blok Bitti, Mangrove dan Ulin, kadar Ni 1,58% - 1,83%","PT Indra Bakti Mustika, Annual Report Tahun 2021",1576,122.29,-3.2491,IUP,"Kec. Langgikima, Kab. Konawe Utara",576.0,2034-01-17,2014-03-17,50757.46,68.356,22242.415,19.852054794520548,Active
Laeya,Konawe Selatan,Nikel Wonua Kongga,2152000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wonua Kongga,Sulawesi Tenggara,Operasi Produksi,41691950,6262619,"Blok 1 dan Blok 2, kadar Ni 1,5% s.d. 2%","PT Integra Mining Nusantara, Laporan RKAB Tahun 2022",1501,122.491,-4.435,IUP,"Desa Wonua Kongga, Kec. Laeya",100.0,2029-01-11,2010-01-11,4012.861,36.222,15091.24,19.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Wotumbohuti,1414000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wotumbohuti,Sulawesi Tenggara,Operasi Produksi,10877410,13248685380,"Kadar Ni > 1,24% dan > 1,74%","PT Jagad Rayatama, Laporan RKAB Tahun 2020",1423,122.3912,-4.3925,IUP,"Desa Watumbohoti, Palngga Selatan, Konawe Selatan, Sulawesi Tenggara",1670.0,2027-01-27,2017-01-27,9443.261,5.039,7974.312,10.005479452054795,Active
Molawe,Konawe Utara,Nikel Wawalalindu,2560000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mandiodo 2,Sulawesi Tenggara,Operasi Produksi,45766500,579861555,"Kadar Ni 1,2% s.d. 1,81%","PT Kabaena Kromit Prathama, Laporan RKAB Tahun 2020",1582,122.1944,-3.577,IUP,"Kec. Molawe, Kab. Konawe Utara",102.6,2030-12-14,2010-12-14,61052.763,62.809,51449.155,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae 2,1409000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 2,Sulawesi Tenggara,Operasi Produksi,558113000,69187965,"Blok K1, Blok K2 dan Blok E, kadar Ni 1,5% dan 1,8%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1419,122.2549,-3.2295,IUP,"Kec. Asera, Konawe Utara",3119.0,2029-12-13,2017-08-01,47707.193,834.209,20046.419,12.375342465753425,Active
Langgikimia,Konawe Utara,Nikel Tambakua,289000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tambakua,Sulawesi Tenggara,Operasi Produksi,63400000,770763,"Kadar Ni 0,98% - 2,1%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2022 (tabulasi Ditjen Minerba)",1305,122.155,-3.304,IUP,"Kec. Asera, Konawe Utara",3119.0,2029-12-13,2017-08-01,54890.174,8.781,30996.868,12.375342465753425,Active
Batu Putih,Kolaka Utara,Nikel Latou,357000000,Nikel,Ni,Logam Besi dan Paduan Besi,Latou,Sulawesi Tenggara,Operasi Produksi,7281000,9428895,"Kadar Ni 1,3% - 1,9%","PT Kasmar Tiar Raya, Laporan RKAB Tahun 2020",1347,121.102,-3.074,IUP,Kec. Batu Putih,955.0,2031-06-21,2021-06-21,37227.49,65.135,63602.566,10.005479452054795,Active
Langgikima,Konawe Utara,Nikel Lameruru 1,2796000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 1,Sulawesi Tenggara,Operasi Produksi,0,0,Tidak ada data kadar Ni,"PT Kelompok Delapan Indonesia, Laporan RKAB Tahun 2020",1614,122.3033,-3.2574,IUP,"Kecamatan Langgikima, Konawe Utara",226.51,2030-09-16,2020-05-04,52058.882,94.199,23340.18,10.375342465753425,Active
Langgikima,Konawe Utara,Nikel Lamonae 1,1394000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,4%","PT Kembar Emas Sultra, 2013",1409,122.241,-3.28,IUP,Kecamatan Langgikima Kabupaten Konawe Utara,103.0,2031-07-12,2011-07-12,52909.971,24.262,25765.42,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lameruru 2,1931000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 2,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Kembar Emas Sultra, 2013",1463,122.245,-3.277,IUP,Kec. Langgikima Kabupaten Konawe Utara,467.0,2031-07-13,2011-07-13,52656.109,385.335,25382.759,20.013698630136986,Active
Tolala,Kolaka Utara,Nikel Blok A Tolala,297000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Tolala,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 0,8% - 2,1%","PT Kolaka Mineral Resources, 2015",1310,121.083,-2.833,IUP,"Desa Lawaki Jayaatikala, Tolala",2100.0,2029-07-16,2009-07-17,10527.254,56.184,43832.75,20.01095890410959,Active
Molawe,Konawe Utara,Nikel Tobimieta,2162000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tobimieta,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A Saprolit, Blok B Limonit, SOA Saprolit","PT Konawe Nikel Nusantara, Laporan RKAB Tahun 2022",1511,122.25,-3.378,IUP,"Kec. lasolo, Konawe Utara",373.8,2030-08-19,2010-08-19,63771.193,273.063,36463.099,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae,1408000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Konutara Prima, 2013",1418,122.205,-3.213,IUP,Kec. Langgikima & Wiwirano,2827.0,2031-03-11,2011-03-11,45040.357,1219.845,19556.04,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Sari Mukti,1400000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sari Mukti,Sulawesi Tenggara,Operasi Produksi,17309800,21810348,"D Saprolite (Pit 6, 7, 8, 9, 10, dan 11)","PT Konutara Sejati, Laporan RKAB Tahun 2020 (tabulasi Ditjen Minerba)",1414,122.2263,-3.3485,IUP,"Kec. Langgikima, Konawe Utara",1923.0,2029-12-22,2017-06-09,60191.054,50.945,33492.992,12.545205479452054,Active
Batu Putih,Kolaka Utara,Nikel Blok II Lelewawo,2566000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Lelewawo,Sulawesi Tenggara,Operasi Produksi,3500000,3675,"Kadar Ni 1,5%","PT Kurnia Mining Resources, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1588,121.0566,-3.0244,IUP,Kec Batu Putih,210.0,2031-04-12,2021-07-23,31556.969,256.52,61643.893,9.726027397260275,Active
Laeya,Konawe Selatan,Nikel Labokeo,2797000000,Nikel,Ni,Logam Besi dan Paduan Besi,Labokeo,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A dan Blok B, kadar Ni 1,5% dan 1,8%","PT Laeya Cipta Guna, Laporan RKAB Tahun 2020",1615,122.4877,-4.3608,IUP,"Desa Labokeo, Kec. Laeya, Konawe",1185.0,2029-10-09,2019-10-09,10113.683,174.774,17940.49,10.008219178082191,Active
Tolala,Kolaka Utara,Nikel Lawaki Jaya,2792000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lawaki Jaya,Sulawesi Tenggara,Operasi Produksi,71070910,87061864750,"Blok I, kadar Ni 1,65% s.d. 1,75%","PT Lawaki Tiar Raya, Laporan Revisi RKAB Tahun 2020",1610,121.0671,-2.8389,IUP,"Desa Lawaki Jaya, Kecamatan Tolala, Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara",404.0,2033-03-15,2013-03-15,10671.575,249.328,45594.187,20.013698630136986,Active
Palangga,Konawe Selatan,Nikel Blok I Watudemba,2141000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok I Watudemba,Sulawesi Tenggara,Operasi Produksi,674300,7788165,"Kadar Ni 1,45% s.d. 1,82%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1490,122.358,-4.398,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,12226.712,535.313,6382.409,20.013698630136986,Active
Palangga,Konawe Selatan,Nikel Blok II Kiaea,2142000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Kiaea,Sulawesi Tenggara,Operasi Produksi,4264400,49552328,"Kadar Ni 1,66% s.d. 1,89%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1491,122.369,-4.397,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,11198.521,143.033,6635.396,20.013698630136986,Active
Palangga Selatan,Konawe Selatan,Nikel Blok IV Amondo,2143000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok IV Amondo,Sulawesi Tenggara,Operasi Produksi,5787600,79405872,"Kadar Ni 1,59% s.d. 1,96%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1492,122.359,-4.411,IUP,"Kec Palangga, Konawe Selatan",705.0,2031-10-27,2011-10-27,11558.704,368.301,4950.139,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Bintaro,2154000000,Nikel,Ni,Logam Besi dan Paduan Besi,Bintaro,Sulawesi Tenggara,Operasi Produksi,132002360,157581306120,"Blok Bintaro, North Grogol, South Grogol, Sawit, 200 spc Sawit","PT Makmur Lestari Primatama, Laporan RKAB Tahun 2022",1503,122.265,-3.287,IUP,Kecamatan Langgikima Kab. Konawe Utara,407.0,2029-11-22,,54159.842,32.92,26335.9,,Active
Molawe,Konawe Utara,Nikel Boedingi,2165000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingi,Sulawesi Tenggara,Operasi Produksi,11847040,15093128960,"Blok Selatan (Pit 1), Blok Utara (Pit 2)","PT Manunggal Sarana Surya Pratama, Laporan RKAB Tahun 2020",1515,122.3813,-3.418,IUP,Kec. Lasolo,284.92,2032-10-08,2014-12-08,65025.315,438.098,42628.421,17.846575342465755,Active
Kabaena Selatan,Bombana,Nikel Lamkema,2570000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamkema,Sulawesi Tenggara,Operasi Produksi,5151560,7717036880,"Kadar Ni 1,2% dan 1,8%","PT Margo Karya Mandiri, Laporan RKAB Tahun 2020",1592,121.894,-5.3318,IUP,Kec. Kabaena Kab. Bombana,2128.0,2030-10-06,2020-10-07,13420.28,3952.492,49511.24,10.002739726027396,Active
Molawe,Konawe Utara,Nikel Marombo 1,2155000000,Nikel,Ni,Logam Besi dan Paduan Besi,Marombo 1,Sulawesi Tenggara,Operasi Produksi,21000000,39900,-,"PT Masempo Dalle, Laporan RKAB Teknis Lingkungan Tahun 2018",1504,122.258,-3.39,IUP,"Kec. Langgikima, Konut",103.2,2031-08-23,2011-08-23,65219.159,522.006,37744.071,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Lamonae 3,1410000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 3,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Meta Mineral Pradana, 2013",1420,122.206,-3.233,IUP,Kec Wiwirano,470.0,2030-07-14,2010-07-14,47252.125,881.945,21586.59,20.013698630136986,Active
Langgikima,Konawe Utara,Nikel Osu Ranonuwue,2167000000,Nikel,Ni,Logam Besi dan Paduan Besi,Osu Ranonuwue,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Mitra Utama Resources, Laporan RKAB Tahun 2018",1517,122.215,-3.363,IUP,"Kec. Langgikima, Konawe Utara",237.9,2031-07-12,2011-07-12,61657.726,1149.236,35277.95,20.013698630136986,Active
Routa,Konawe,Nikel Routa 1,1407000000,Nikel,Ni,Logam Besi dan Paduan Besi,Routa 1,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Modern Cahaya Makmur, 2015",1417,121.705,-3.024,IUP,"Kec. Routa, Konawe",5053.0,2032-12-08,2012-12-08,,,,20.013698630136986,Active
Puriala,Konawe,Nikel Puriala,1933000000,Nikel,Ni,Logam Besi dan Paduan Besi,Puriala,Sulawesi Tenggara,Eksplorasi,6223870,8495582550,-,"PT Modern Cahaya Makmur, Laporan RKAB Tahun 2019",1465,122.088,-4.02,IUP,"Kec. Puriala, Konawe",1522.0,2032-12-28,2012-02-29,,,,20.843835616438355,Active
